source_index	institution_code	institution_name	field_name	program_code	course_suffix	name	normalized_name	level	campus	region	duration_years	award	mode	subject_requirements_json
2	1061	KABARAK UNIVERSITY	Agriculture & Agribusiness	1061417	417	BACHELOR OF AGRICULTURAL EDUCATION AND EXTENSION	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Rift Valley				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
3	1057	EGERTON UNIVERSITY	Agriculture & Agribusiness	1057417	417	BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION & EXTENSION)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Rift Valley				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
4	1108	KIBABII UNIVERSITY	Agriculture & Agribusiness	1108417	417	BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION & EXTENSION)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Western				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
5	1111	KENYATTA UNIVERSITY	Agriculture & Agribusiness	1111417	417	BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION & EXTENSION)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Nairobi				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
6	1093	UNIVERSITY OF EMBU	Agriculture & Agribusiness	1093417	417	BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Eastern				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
7	1105	CHUKA UNIVERSITY	Agriculture & Agribusiness	1105417	417	BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Eastern				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
8	1263	UNIVERSITY OF NAIROBI	Agriculture & Agribusiness	1263417	417	BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Nairobi				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
9	1073	RONGO UNIVERSITY	Agriculture & Agribusiness	1073417	417	BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION AND EDUCATION)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Nyanza				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
10	1082	MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY	Agriculture & Agribusiness	1082417	417	BACHELOR OF SCIENCE (AGRICULTURE EDUCATION & EXTENSION)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Western				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
11	1685	THARAKA UNIVERSITY	Agriculture & Agribusiness	1685417	417	BACHELOR OF SCIENCE (AGRICULTURE EDUCATION &	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Eastern				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
12	1229	MASENO UNIVERSITY	Agriculture & Agribusiness	1229417	417	BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION, WITH IT)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Nyanza				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
13	1515	TOM MBOYA UNIVERSITY	Agriculture & Agribusiness	1515417	417	BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION, WITH IT)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Nyanza				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
14	1117	PWANI UNIVERSITY	Agriculture & Agribusiness	1117417	417	BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Coast				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
15	1570	TURKANA UNIVERSITY COLLEGE	Agriculture & Agribusiness	1570417	417	BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION)	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Rift Valley				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
16	1087	KISII UNIVERSITY	Agriculture & Agribusiness	1087417	417	BACHELOR OF SCIENCE IN AGRICULTURAL EDUCATION & EXTENSION	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Nyanza				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
17	1166	SOUTH EASTERN KENYA UNIVERSITY	Agriculture & Agribusiness	1166417	417	BACHELOR OF SCIENCE IN AGRICULTURAL EDUCATION & EXTENSION	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Eastern				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
18	1246	MURANG'A UNIVERSITY OF TECHNOLOGY	Agriculture & Agribusiness	1246417	417	BACHELOR OF SCIENCE IN AGRICULTURAL EDUCATION & EXTENSION	BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION	bachelor		Central				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}, {""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}]}]}"
1	1114	UNIVERSITY OF ELDORET	Education	1114418	418	BACHELOR OF SCIENCE WITH EDUCATION	BACHELOR OF SCIENCE WITH EDUCATION	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C+""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C+""}, {""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C+""}]}, {""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C+""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C+""}, {""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C+""}]}]}"
2	1244	KARATINA UNIVERSITY	Education	1244418	418	BACHELOR OF SCIENCE WITH EDUCATION	BACHELOR OF SCIENCE WITH EDUCATION	bachelor		Central				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C+""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C+""}, {""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C+""}]}, {""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C+""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C+""}, {""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C+""}]}]}"
3	1253	MOI UNIVERSITY	Education	1253418	418	BACHELOR OF SCIENCE WITH EDUCATION	BACHELOR OF SCIENCE WITH EDUCATION	bachelor		Rift Valley				"{""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C+""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C+""}, {""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C+""}]}, {""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C+""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C+""}, {""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C+""}]}]}"
1	1057	EGERTON UNIVERSITY	Business & Management	1057419	419	BACHELOR OF SCIENCE (INTEGRATED FOREST RESOURCES MANAGEMENT)	BACHELOR OF SCIENCE (INTEGRATED FOREST RESOURCES MANAGEMENT)	bachelor		Rift Valley				"{""required"": [{""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}]}, {""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}, {""subject"": ""GEO"", ""code"": ""312"", ""min_grade"": ""C""}]}]}"
1	1240	MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY	Communication & Media	1240421	421	BACHELOR OF SCIENCE (CROP PROTECTION)	BACHELOR OF SCIENCE (CROP PROTECTION)	bachelor		Eastern				"{""required"": [{""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}]}, {""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}, {""subject"": ""GEO"", ""code"": ""312"", ""min_grade"": ""C""}]}]}"
2	1249	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	Communication & Media	1249421	421	BACHELOR OF SCIENCE (CROP PROTECTION)	BACHELOR OF SCIENCE (CROP PROTECTION)	bachelor		Central				"{""required"": [{""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}]}, {""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}, {""subject"": ""GEO"", ""code"": ""312"", ""min_grade"": ""C""}]}]}"
1	1111	KENYATTA UNIVERSITY	Communication & Media	1111422	422	BACHELOR OF SCIENCE (CROP IMPROVEMENT & PROTECTION)	BACHELOR OF SCIENCE (CROP IMPROVEMENT & PROTECTION)	bachelor		Nairobi				"{""required"": [{""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C+""}, {""subject"": ""AGR"", ""code"": ""443"", ""min_grade"": ""C+""}]}, {""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}, {""subject"": ""GEO"", ""code"": ""312"", ""min_grade"": ""C""}]}]}"
1	1079	KIRINYAGA UNIVERSITY	Science (General)	1079423	423	BACHELOR OF SCIENCE (COMMUNITY HEALTH &	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Central				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
2	1082	MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY	Science (General)	1082423	423	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Western				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
3	1240	MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY	Science (General)	1240423	423	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Eastern				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
4	1053	JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY	Science (General)	1053423	423	BACHELOR OF SCIENCE (COMMUNITY HEALTH AND DEVELOPMENT)	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Nyanza				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
5	1063	TECHNICAL UNIVERSITY OF MOMBASA	Science (General)	1063423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Coast				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
6	1077	KENYA METHODIST UNIVERSITY	Science (General)	1077423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Eastern				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
7	1111	KENYATTA UNIVERSITY	Science (General)	1111423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Nairobi				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
8	1192	GREAT LAKES UNIVERSITY OF KISUMU	Science (General)	1192423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Nyanza				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
9	1246	MURANG'A UNIVERSITY OF TECHNOLOGY	Science (General)	1246423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Central				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
10	1087	KISII UNIVERSITY	Science (General)	1087423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Nyanza				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
11	1093	UNIVERSITY OF EMBU	Science (General)	1093423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Eastern				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
12	1249	JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY	Science (General)	1249423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Central				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
13	1279	MOUNT KENYA UNIVERSITY	Science (General)	1279423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Central				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
14	1480	CATHOLIC UNIVERSITY OF EASTERN AFRICA	Science (General)	1480423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Nairobi				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
15	1570	TURKANA UNIVERSITY COLLEGE	Science (General)	1570423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH AND DEVELOPMENT	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Rift Valley				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
16	4275	AMREF INTERNATIONAL UNIVERSITY	Science (General)	4275423	423	BACHELOR OF SCIENCE IN COMMUNITY HEALTH PRACTICE	BACHELOR OF SCIENCE (COMMUNITY HEALTH & DEVELOPMENT)	bachelor		Central				"{""required"": [{""subject"": ""BIO"", ""code"": ""231"", ""min_grade"": ""C""}, {""subject"": ""CHE"", ""code"": ""233"", ""min_grade"": ""C""}], ""groups"": [{""pick"": 1, ""options"": [{""subject"": ""MAT"", ""code"": ""121"", ""min_grade"": ""C""}, {""subject"": ""PHY"", ""code"": ""232"", ""min_grade"": ""C""}]}, {""pick"": 1, ""options"": [{""subject"": ""ENG"", ""code"": ""101"", ""min_grade"": ""C""}, {""subject"": ""KIS"", ""code"": ""102"", ""min_grade"": ""C""}]}]}"
